calendar_consistent,case_id,cleaned_output,delta_seconds,error,error_subtype,error_type,estimated_cost_usd,extraction_clean,format,format_compliance,gold_choice,gold_formatted,input_tokens,latency_ms,model,model_cell,options,output_tokens,parse_mode,provider_model,raw_output,reasoning_mode,reasoning_tokens,selected_choice,selected_option_content,semantic_correct,syntactic_valid,task_id,task_type,timestamp,warnings
True,direct_gen_007__rfc_2822,"Mon, 05 May 2025 07:50:00 +0000",0.0,,,,0.001315,True,rfc_2822,1.0,,"Mon, 05 May 2025 07:50:00 +0000",153,3760,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Mon, 05 May 2025 07:50:00 +0000",non_reasoning,0,,,True,True,direct_gen_007,direct_generation,2026-03-14T17:27:39.428558Z,
,format_conv_010__iso_8601,2021-06-09T18:00:00+05:30,0.0,,,,0.001265,True,iso_8601,1.0,,2021-06-09T18:00:00+05:30,153,4726,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2021-06-09T18:00:00+05:30,non_reasoning,0,,,True,True,format_conv_010,format_conversion,2026-03-14T17:27:43.440670Z,
True,edge_018__javascript_date,Sat Mar 14 2026 12:00:00 GMT+0000 (Coordinated Universal Time),0.0,,,,0.00151,True,javascript_date,1.0,,Sat Mar 14 2026 12:00:00 GMT+0000 (Coordinated Universal Time),152,5298,anthropic/claude-opus-4.6,large_non_reasoning,{},30,strict,anthropic/claude-4.6-opus-20260205,Sat Mar 14 2026 12:00:00 GMT+0000 (Coordinated Universal Time),non_reasoning,0,,,True,True,edge_018,edge_cases,2026-03-14T17:27:44.729531Z,
,mc_013__natural_language,D,,,,,0.001405,True,natural_language,1.0,D,"Thursday, January 12, 2023 at 8:55 PM EST",261,5521,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Thursday, January 12, 2023 at 8:55 AM EST"", ""B"": ""Friday, January 12, 2023 at 8:55 PM EST"", ""C"": ""Friday, January 13, 2023 at 8:55 PM EST"", ""D"": ""Thursday, January 12, 2023 at 8:55 PM EST""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,D,non_reasoning,0,D,"Thursday, January 12, 2023 at 8:55 PM EST",True,True,mc_013,multiple_choice_validation,2026-03-14T17:27:45.560501Z,
True,format_conv_009__javascript_date,Fri Sep 21 2029 17:30:00 GMT+0900 (Japan Standard Time),0.0,,,,0.00154,True,javascript_date,1.0,,Fri Sep 21 2029 17:30:00 GMT+0900 (Japan Standard Time),168,5570,anthropic/claude-opus-4.6,large_non_reasoning,{},28,strict,anthropic/claude-4.6-opus-20260205,Fri Sep 21 2029 17:30:00 GMT+0900 (Japan Standard Time),non_reasoning,0,,,True,True,format_conv_009,format_conversion,2026-03-14T17:27:47.014145Z,
True,temporal_arith_012__rfc_2822,"Wed, 08 Sep 2027 18:00:00 +1000",0.0,,,,0.003,False,rfc_2822,1.0,,"Wed, 08 Sep 2027 18:00:00 +1000",165,6311,anthropic/claude-opus-4.6,large_non_reasoning,{},87,strict,anthropic/claude-4.6-opus-20260205,"60 hours after September 6, 2027 at 6:00 AM is September 8, 2027 at 6:00 PM (adding 2 days and 12 hours).

Australia/Sydney in September is in AEST (UTC+10).

Wed, 08 Sep 2027 18:00:00 +1000",non_reasoning,0,,,True,True,temporal_arith_012,temporal_arithmetic,2026-03-14T17:27:48.455869Z,
,direct_gen_006__python_datetime,2030-06-17 16:30:00+09:00,0.0,,,,0.00125,True,python_datetime,1.0,,2030-06-17 16:30:00+09:00,150,5048,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2030-06-17 16:30:00+09:00,non_reasoning,0,,,True,True,direct_gen_006,direct_generation,2026-03-14T17:27:48.489806Z,
,temporal_arith_014__python_datetime,2020-12-28 01:05:00-05:00,0.0,,,,0.00131,True,python_datetime,1.0,,2020-12-28 01:05:00-05:00,162,4754,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2020-12-28 01:05:00-05:00,non_reasoning,0,,,True,True,temporal_arith_014,temporal_arithmetic,2026-03-14T17:27:49.484652Z,
True,temporal_arith_001__natural_language,"Sunday, March 09, 2025 at 5:00 AM EDT",3600.0,,,arithmetic_error,0.00134,True,natural_language,0.9444444444444444,,"Sunday, March 9, 2025 at 4:00 AM EDT",163,5058,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Sunday, March 09, 2025 at 5:00 AM EDT",non_reasoning,0,,,False,True,temporal_arith_001,temporal_arithmetic,2026-03-14T17:27:50.620384Z,
,mc_020__rfc_3339,A,,,,,0.001385,True,rfc_3339,1.0,A,2025-07-03T14:55:00+05:30,257,3787,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""2025-07-03T14:55:00+05:30"", ""B"": ""2025-07-03 14:55:00+05:30"", ""C"": ""2025-07-03T14:55:00-05:30"", ""D"": ""2025-07-04T14:55:00+05:30""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,A,non_reasoning,0,A,2025-07-03T14:55:00+05:30,True,True,mc_020,multiple_choice_validation,2026-03-14T17:27:52.244414Z,
,mc_017__javascript_date,A,,,,,0.001645,True,javascript_date,1.0,A,Tue Oct 20 2026 18:40:00 GMT+1100 (Australian Eastern Daylight Time),309,4752,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Tue Oct 20 2026 18:40:00 GMT+1100 (Australian Eastern Daylight Time)"", ""B"": ""Tue Oct 20 2026 18:40:00 GMT-1100 (Australian Eastern Daylight Time)"", ""C"": ""Wed Oct 20 2026 18:40:00 GMT+1100 (Australian Eastern Daylight Time)"", ""D"": ""Wed Oct 21 2026 18:40:00 GMT+1100 (Australian Eastern Daylight Time)""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,A,non_reasoning,0,A,Tue Oct 20 2026 18:40:00 GMT+1100 (Australian Eastern Daylight Time),True,True,mc_017,multiple_choice_validation,2026-03-14T17:27:53.242897Z,
,multi_hop_013__python_datetime,2026-07-03 10:00:00+01:00,0.0,,,,0.00447,False,python_datetime,1.0,,2026-07-03 10:00:00+01:00,174,6565,anthropic/claude-opus-4.6,large_non_reasoning,{},144,strict,anthropic/claude-4.6-opus-20260205,"The first Monday of July 2026 is July 6, 2026.

Alice's meeting: 2026-07-06 10:00:00 in Europe/London.

In July, Europe/London is on BST (UTC+1).

72 hours before 2026-07-06 10:00:00+01:00 is 2026-07-03 10:00:00+01:00.

Both dates are in July, so both are BST (UTC+1). No DST transition in between.

2026-07-03 10:00:00+01:00",non_reasoning,0,,,True,True,multi_hop_013,multi_hop_reasoning,2026-03-14T17:27:53.579994Z,
True,format_conv_011__javascript_date,Sat Sep 14 2024 04:25:00 GMT+0000 (Coordinated Universal Time),0.0,,,,0.001575,True,javascript_date,0.6181818181818182,,Sat Sep 14 2024 13:25:00 GMT+0900 (Japan Standard Time),165,5588,anthropic/claude-opus-4.6,large_non_reasoning,{},30,strict,anthropic/claude-4.6-opus-20260205,Sat Sep 14 2024 04:25:00 GMT+0000 (Coordinated Universal Time),non_reasoning,0,,,True,True,format_conv_011,format_conversion,2026-03-14T17:27:55.074563Z,
,format_conv_019__iso_8601,2026-04-11T09:55:00+01:00,0.0,,,,0.00129,True,iso_8601,1.0,,2026-04-11T09:55:00+01:00,158,4864,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2026-04-11T09:55:00+01:00,non_reasoning,0,,,True,True,format_conv_019,format_conversion,2026-03-14T17:27:55.486078Z,
True,direct_gen_003__natural_language,"Thursday, March 12, 2020 at 5:10 PM UTC",0.0,,,,0.00127,True,natural_language,1.0,,"Thursday, March 12, 2020 at 5:10 PM UTC",149,4293,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Thursday, March 12, 2020 at 5:10 PM UTC",non_reasoning,0,,,True,True,direct_gen_003,direct_generation,2026-03-14T17:27:56.538780Z,
True,temporal_arith_002__javascript_date,Sun Nov 02 2025 03:30:00 GMT-0500 (Eastern Standard Time),0.0,,,,0.001545,True,javascript_date,1.0,,Sun Nov 02 2025 03:30:00 GMT-0500 (Eastern Standard Time),174,4646,anthropic/claude-opus-4.6,large_non_reasoning,{},27,strict,anthropic/claude-4.6-opus-20260205,Sun Nov 02 2025 03:30:00 GMT-0500 (Eastern Standard Time),non_reasoning,0,,,True,True,temporal_arith_002,temporal_arithmetic,2026-03-14T17:27:57.890531Z,
,temporal_arith_013__rfc_3339,2023-04-06T07:20:00-04:00,0.0,,,,0.001325,True,rfc_3339,1.0,,2023-04-06T07:20:00-04:00,165,4709,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2023-04-06T07:20:00-04:00,non_reasoning,0,,,True,True,temporal_arith_013,temporal_arithmetic,2026-03-14T17:27:58.290421Z,
,extract_002__python_datetime,2030-02-27 11:15:00+00:00,0.0,,,,0.001685,True,python_datetime,1.0,,2030-02-27 11:15:00+00:00,237,4938,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2030-02-27 11:15:00+00:00,non_reasoning,0,,,True,True,extract_002,extraction_from_passage,2026-03-14T17:28:00.013880Z,
,multi_hop_010__python_datetime,2025-09-25 09:00:00+00:00,0.0,,,,0.00143,True,python_datetime,1.0,,2025-09-25 09:00:00+00:00,186,5361,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-09-25 09:00:00+00:00,non_reasoning,0,,,True,True,multi_hop_010,multi_hop_reasoning,2026-03-14T17:28:00.847829Z,
,mc_019__python_datetime,A,,,,,0.001385,True,python_datetime,1.0,A,2024-03-06 18:20:00-05:00,257,4831,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""2024-03-06 18:20:00-05:00"", ""B"": ""2024-03-07 18:20:00-05:00"", ""C"": ""2024-03-06T18:20:00-05:00"", ""D"": ""2024-03-06 18:20:00+05:00""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,A,non_reasoning,0,A,2024-03-06 18:20:00-05:00,True,True,mc_019,multiple_choice_validation,2026-03-14T17:28:01.371515Z,
,format_conv_009__iso_8601,2029-09-21T17:30:00+09:00,0.0,,,,0.001255,True,iso_8601,1.0,,2029-09-21T17:30:00+09:00,151,4689,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2029-09-21T17:30:00+09:00,non_reasoning,0,,,True,True,format_conv_009,format_conversion,2026-03-14T17:28:02.581001Z,
True,format_conv_020__javascript_date,Fri Oct 23 2026 20:05:00 GMT+0900 (Japan Standard Time),0.0,,,,0.001515,True,javascript_date,1.0,,Fri Oct 23 2026 20:05:00 GMT+0900 (Japan Standard Time),163,5569,anthropic/claude-opus-4.6,large_non_reasoning,{},28,strict,anthropic/claude-4.6-opus-20260205,Fri Oct 23 2026 20:05:00 GMT+0900 (Japan Standard Time),non_reasoning,0,,,True,True,format_conv_020,format_conversion,2026-03-14T17:28:03.863150Z,
,mc_008__rfc_2822,C,,,,,0.001435,True,rfc_2822,1.0,C,"Sat, 01 May 2021 19:55:00 +1000",267,4279,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""Sat, 01 05 2021 19:55:00 +1000"", ""B"": ""Sun, 01 May 2021 19:55:00 +1000"", ""C"": ""Sat, 01 May 2021 19:55:00 +1000"", ""D"": ""Sun, 02 May 2021 19:55:00 +1000""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,C,non_reasoning,0,C,"Sat, 01 May 2021 19:55:00 +1000",True,True,mc_008,multiple_choice_validation,2026-03-14T17:28:04.294157Z,
,extract_018__python_datetime,2024-01-19 10:40:00+00:00,0.0,,,,0.001695,True,python_datetime,1.0,,2024-01-19 10:40:00+00:00,239,4412,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2024-01-19 10:40:00+00:00,non_reasoning,0,,,True,True,extract_018,extraction_from_passage,2026-03-14T17:28:05.261580Z,
True,extract_006__natural_language,"Thursday, January 27, 2028 at 7:00 PM AEDT",0.0,,,,0.001795,True,natural_language,1.0,,"Thursday, January 27, 2028 at 7:00 PM AEDT",239,4996,anthropic/claude-opus-4.6,large_non_reasoning,{},24,strict,anthropic/claude-4.6-opus-20260205,"Thursday, January 27, 2028 at 7:00 PM AEDT",non_reasoning,0,,,True,True,extract_006,extraction_from_passage,2026-03-14T17:28:07.578162Z,
True,format_conv_018__javascript_date,Thu Apr 22 2021 14:45:00 GMT+1000 (Australian Eastern Standard Time),0.0,,,,0.001525,True,javascript_date,1.0,,Thu Apr 22 2021 14:45:00 GMT+1000 (Australian Eastern Standard Time),165,6492,anthropic/claude-opus-4.6,large_non_reasoning,{},28,strict,anthropic/claude-4.6-opus-20260205,Thu Apr 22 2021 14:45:00 GMT+1000 (Australian Eastern Standard Time),non_reasoning,0,,,True,True,format_conv_018,format_conversion,2026-03-14T17:28:07.864611Z,
True,extract_012__javascript_date,Thu Oct 03 2024 18:45:00 GMT+1100 (Australian Eastern Daylight Time),3600.0,,,extraction_error,0.001995,True,javascript_date,0.8676470588235294,,Thu Oct 03 2024 18:45:00 GMT+1000 (Australian Eastern Standard Time),249,4562,anthropic/claude-opus-4.6,large_non_reasoning,{},30,strict,anthropic/claude-4.6-opus-20260205,Thu Oct 03 2024 18:45:00 GMT+1100 (Australian Eastern Daylight Time),non_reasoning,0,,,False,True,extract_012,extraction_from_passage,2026-03-14T17:28:08.426713Z,
True,format_conv_005__javascript_date,Wed Jun 12 2030 18:50:00 GMT+0900 (Japan Standard Time),0.0,,,,0.00148,True,javascript_date,1.0,,Wed Jun 12 2030 18:50:00 GMT+0900 (Japan Standard Time),161,5338,anthropic/claude-opus-4.6,large_non_reasoning,{},27,strict,anthropic/claude-4.6-opus-20260205,Wed Jun 12 2030 18:50:00 GMT+0900 (Japan Standard Time),non_reasoning,0,,,True,True,format_conv_005,format_conversion,2026-03-14T17:28:09.633853Z,
,edge_019__iso_8601,2028-02-29T08:00:00+11:00,0.0,,,,0.001245,True,iso_8601,1.0,,2028-02-29T08:00:00+11:00,149,5121,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2028-02-29T08:00:00+11:00,non_reasoning,0,,,True,True,edge_019,edge_cases,2026-03-14T17:28:10.384127Z,
True,edge_018__rfc_2822,"Sat, 14 Mar 2026 12:00:00 +0000",0.0,,,,0.0013,True,rfc_2822,1.0,,"Sat, 14 Mar 2026 12:00:00 +0000",145,3874,anthropic/claude-opus-4.6,large_non_reasoning,{},23,strict,anthropic/claude-4.6-opus-20260205,"Sat, 14 Mar 2026 12:00:00 +0000",non_reasoning,0,,,True,True,edge_018,edge_cases,2026-03-14T17:28:11.453145Z,
True,temporal_arith_002__natural_language,"Sunday, November 02, 2025 at 3:30 AM EST",0.0,,,,0.00134,True,natural_language,0.9743589743589743,,"Sunday, November 2, 2025 at 3:30 AM EST",163,4716,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Sunday, November 02, 2025 at 3:30 AM EST",non_reasoning,0,,,True,True,temporal_arith_002,temporal_arithmetic,2026-03-14T17:27:34.549565Z,
,temporal_arith_001__python_datetime,2025-03-09 05:00:00-04:00,3600.0,,,arithmetic_error,0.00131,True,python_datetime,0.96,,2025-03-09 04:00:00-04:00,162,5002,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-03-09 05:00:00-04:00,non_reasoning,0,,,False,True,temporal_arith_001,temporal_arithmetic,2026-03-14T17:28:14.359248Z,
,temporal_arith_006__python_datetime,2025-01-03 12:50:00-05:00,0.0,,,,0.00131,True,python_datetime,1.0,,2025-01-03 12:50:00-05:00,162,4939,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-01-03 12:50:00-05:00,non_reasoning,0,,,True,True,temporal_arith_006,temporal_arithmetic,2026-03-14T17:28:15.503418Z,
,edge_006__rfc_3339,2030-01-01T02:30:00-08:00,0.0,,,,0.00132,True,rfc_3339,1.0,,2030-01-01T02:30:00-08:00,164,5059,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2030-01-01T02:30:00-08:00,non_reasoning,0,,,True,True,edge_006,edge_cases,2026-03-14T17:28:16.373461Z,
True,edge_008__rfc_2822,"Sun, 02 Nov 2025 03:30:00 -0500",0.0,,,,0.00137,True,rfc_2822,1.0,,"Sun, 02 Nov 2025 03:30:00 -0500",164,4922,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Sun, 02 Nov 2025 03:30:00 -0500",non_reasoning,0,,,True,True,edge_008,edge_cases,2026-03-14T17:28:17.305631Z,
,direct_gen_002__python_datetime,2028-06-24 13:55:00+10:00,0.0,,,,0.00125,True,python_datetime,1.0,,2028-06-24 13:55:00+10:00,150,4690,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2028-06-24 13:55:00+10:00,non_reasoning,0,,,True,True,direct_gen_002,direct_generation,2026-03-14T17:28:19.050505Z,
True,multi_hop_008__rfc_2822,"Sun, 08 Jun 2025 08:15:00 +0900",0.0,,,,0.00315,False,rfc_2822,1.0,,"Sun, 08 Jun 2025 08:15:00 +0900",195,5667,anthropic/claude-opus-4.6,large_non_reasoning,{},87,strict,anthropic/claude-4.6-opus-20260205,"The demo is exactly 3 weeks after May 20, 2025, which is June 10, 2025. QA freeze begins 2 days before the demo, which is June 8, 2025 at 8:15 AM Asia/Tokyo (UTC+9).

Sun, 08 Jun 2025 08:15:00 +0900",non_reasoning,0,,,True,True,multi_hop_008,multi_hop_reasoning,2026-03-14T17:28:19.179160Z,
True,format_conv_007__rfc_2822,"Fri, 30 Jul 2021 13:15:00 -0400",0.0,,,,0.001345,True,rfc_2822,1.0,,"Fri, 30 Jul 2021 13:15:00 -0400",154,5169,anthropic/claude-opus-4.6,large_non_reasoning,{},23,strict,anthropic/claude-4.6-opus-20260205,"Fri, 30 Jul 2021 13:15:00 -0400",non_reasoning,0,,,True,True,format_conv_007,format_conversion,2026-03-14T17:28:21.543344Z,
True,edge_013__natural_language,"Saturday, July 04, 2026 at 12:00 PM UTC",0.0,,,,0.00123,True,natural_language,0.9736842105263158,,"Saturday, July 4, 2026 at 12:00 PM UTC",141,5114,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Saturday, July 04, 2026 at 12:00 PM UTC",non_reasoning,0,,,True,True,edge_013,edge_cases,2026-03-14T17:28:22.421199Z,
True,extract_007__natural_language,"Thursday, August 04, 2022 at 3:55 PM IST",0.0,,,,0.001765,True,natural_language,0.9743589743589743,,"Thursday, August 4, 2022 at 3:55 PM IST",243,6981,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Thursday, August 04, 2022 at 3:55 PM IST",non_reasoning,0,,,True,True,extract_007,extraction_from_passage,2026-03-14T17:28:22.485704Z,
True,edge_001__javascript_date,Thu Feb 29 2024 12:00:00 GMT+0000 (Coordinated Universal Time),0.0,,,,0.001545,True,javascript_date,1.0,,Thu Feb 29 2024 12:00:00 GMT+0000 (Coordinated Universal Time),164,4424,anthropic/claude-opus-4.6,large_non_reasoning,{},29,strict,anthropic/claude-4.6-opus-20260205,Thu Feb 29 2024 12:00:00 GMT+0000 (Coordinated Universal Time),non_reasoning,0,,,True,True,edge_001,edge_cases,2026-03-14T17:28:23.475533Z,
,mc_004__rfc_3339,A,,,,,0.001365,True,rfc_3339,1.0,A,2021-11-11T08:30:00+00:00,253,5361,anthropic/claude-opus-4.6,large_non_reasoning,"{""A"": ""2021-11-11T08:30:00+00:00"", ""B"": ""2021-11-12T08:30:00+00:00"", ""C"": ""2021-11-11 08:30:00+00:00"", ""D"": ""2021-11-11T08:30:00-00:00""}",4,choice_letter,anthropic/claude-4.6-opus-20260205,A,non_reasoning,0,A,2021-11-11T08:30:00+00:00,True,True,mc_004,multiple_choice_validation,2026-03-14T17:28:24.541942Z,
True,direct_gen_013__rfc_2822,"Tue, 02 Apr 2024 12:30:00 -0700",0.0,,,,0.00136,True,rfc_2822,1.0,,"Tue, 02 Apr 2024 12:30:00 -0700",157,3971,anthropic/claude-opus-4.6,large_non_reasoning,{},23,strict,anthropic/claude-4.6-opus-20260205,"Tue, 02 Apr 2024 12:30:00 -0700",non_reasoning,0,,,True,True,direct_gen_013,direct_generation,2026-03-14T17:28:25.515950Z,
True,direct_gen_008__natural_language,"Wednesday, July 15, 2026 at 9:50 AM JST",0.0,,,,0.001305,True,natural_language,1.0,,"Wednesday, July 15, 2026 at 9:50 AM JST",151,3850,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Wednesday, July 15, 2026 at 9:50 AM JST",non_reasoning,0,,,True,True,direct_gen_008,direct_generation,2026-03-14T17:28:26.272665Z,
True,edge_013__javascript_date,Sat Jul 04 2026 12:00:00 GMT+0000 (Coordinated Universal Time),0.0,,,,0.00151,True,javascript_date,1.0,,Sat Jul 04 2026 12:00:00 GMT+0000 (Coordinated Universal Time),152,5138,anthropic/claude-opus-4.6,large_non_reasoning,{},30,strict,anthropic/claude-4.6-opus-20260205,Sat Jul 04 2026 12:00:00 GMT+0000 (Coordinated Universal Time),non_reasoning,0,,,True,True,edge_013,edge_cases,2026-03-14T17:28:27.624916Z,
,edge_009__python_datetime,2025-03-30 04:30:00+01:00,3600.0,,,arithmetic_error,0.001285,True,python_datetime,0.96,,2025-03-30 03:30:00+01:00,157,5174,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-03-30 04:30:00+01:00,non_reasoning,0,,,False,True,edge_009,edge_cases,2026-03-14T17:28:28.650877Z,
True,extract_017__rfc_2822,"Wed, 28 Mar 2029 12:05:00 +1100",0.0,,,,0.00176,True,rfc_2822,1.0,,"Wed, 28 Mar 2029 12:05:00 +1100",242,5321,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Wed, 28 Mar 2029 12:05:00 +1100",non_reasoning,0,,,True,True,extract_017,extraction_from_passage,2026-03-14T17:28:29.864361Z,
,edge_012__iso_8601,2026-03-13T12:00:00-07:00,0.0,,,,0.00123,True,iso_8601,1.0,,2026-03-13T12:00:00-07:00,146,4863,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2026-03-13T12:00:00-07:00,non_reasoning,0,,,True,True,edge_012,edge_cases,2026-03-14T17:28:30.380509Z,
,temporal_arith_014__iso_8601,2020-12-28T01:05:00-05:00,0.0,,,,0.00132,True,iso_8601,1.0,,2020-12-28T01:05:00-05:00,164,5379,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2020-12-28T01:05:00-05:00,non_reasoning,0,,,True,True,temporal_arith_014,temporal_arithmetic,2026-03-14T17:28:31.652771Z,
,multi_hop_015__python_datetime,2029-08-09 10:30:00-07:00,0.0,,,,0.00422,False,python_datetime,1.0,,2029-08-09 10:30:00-07:00,194,6519,anthropic/claude-opus-4.6,large_non_reasoning,{},130,strict,anthropic/claude-4.6-opus-20260205,"August 1, 2029 is a Wednesday. So the next Wednesday is August 8, 2029 at 4:30 PM America/Los_Angeles.

In August, America/Los_Angeles is PDT which is UTC-7.

The review is August 8, 2029 at 16:30 PDT (UTC-7).

Adding 18 hours: August 9, 2029 at 10:30 AM PDT (UTC-7).

2029-08-09 10:30:00-07:00",non_reasoning,0,,,True,True,multi_hop_015,multi_hop_reasoning,2026-03-14T17:28:34.144915Z,
True,multi_hop_001__natural_language,"Sunday, October 8, 2028 at 10:00 AM UTC",0.0,,,,0.00139,True,natural_language,1.0,,"Sunday, October 8, 2028 at 10:00 AM UTC",173,4671,anthropic/claude-opus-4.6,large_non_reasoning,{},21,strict,anthropic/claude-4.6-opus-20260205,"Sunday, October 8, 2028 at 10:00 AM UTC",non_reasoning,0,,,True,True,multi_hop_001,multi_hop_reasoning,2026-03-14T17:28:34.537247Z,
,multi_hop_005__python_datetime,2028-04-30 10:00:00+09:00,0.0,,,,0.003095,False,python_datetime,1.0,,2028-04-30 10:00:00+09:00,174,6082,anthropic/claude-opus-4.6,large_non_reasoning,{},89,strict,anthropic/claude-4.6-opus-20260205,"The first Thursday of May 2028 is May 4, 2028.

Alice's meeting: 2028-05-04 10:00:00+09:00 (Asia/Tokyo)

96 hours before: 2028-04-30 10:00:00+09:00

2028-04-30 10:00:00+09:00",non_reasoning,0,,,True,True,multi_hop_005,multi_hop_reasoning,2026-03-14T17:28:34.733990Z,
,temporal_arith_004__iso_8601,2025-10-26T03:30:00+00:00,0.0,,,,0.00131,True,iso_8601,1.0,,2025-10-26T03:30:00+00:00,162,5112,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-10-26T03:30:00+00:00,non_reasoning,0,,,True,True,temporal_arith_004,temporal_arithmetic,2026-03-14T17:28:35.493838Z,
,direct_gen_019__iso_8601,2023-08-20T09:20:00+01:00,0.0,,,,0.00126,True,iso_8601,1.0,,2023-08-20T09:20:00+01:00,152,4536,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2023-08-20T09:20:00+01:00,non_reasoning,0,,,True,True,direct_gen_019,direct_generation,2026-03-14T17:28:36.190712Z,
True,extract_020__natural_language,"Tuesday, May 30, 2023 at 10:05 AM JST",0.0,,,,0.001765,True,natural_language,1.0,,"Tuesday, May 30, 2023 at 10:05 AM JST",243,3124,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Tuesday, May 30, 2023 at 10:05 AM JST",non_reasoning,0,,,True,True,extract_020,extraction_from_passage,2026-03-14T17:28:37.270721Z,
,temporal_arith_016__python_datetime,2025-06-24 13:20:00+09:00,604800.0,,,arithmetic_error,0.0013,True,python_datetime,0.88,,2025-07-01 13:20:00+09:00,160,4478,anthropic/claude-opus-4.6,large_non_reasoning,{},20,strict,anthropic/claude-4.6-opus-20260205,2025-06-24 13:20:00+09:00,non_reasoning,0,,,False,True,temporal_arith_016,temporal_arithmetic,2026-03-14T17:28:39.016452Z,
True,temporal_arith_003__rfc_2822,"Sun, 30 Mar 2025 04:30:00 +0100",3600.0,,,arithmetic_error,0.001375,True,rfc_2822,0.967741935483871,,"Sun, 30 Mar 2025 03:30:00 +0100",165,4827,anthropic/claude-opus-4.6,large_non_reasoning,{},22,strict,anthropic/claude-4.6-opus-20260205,"Sun, 30 Mar 2025 04:30:00 +0100",non_reasoning,0,,,False,True,temporal_arith_003,temporal_arithmetic,2026-03-14T17:28:39.562172Z,
False,temporal_arith_013__javascript_date,Wed Apr 05 2023 07:20:00 GMT-0400 (Eastern Daylight Time),86400.0,,,day_of_week_error,0.001595,True,javascript_date,0.9298245614035088,,Thu Apr 06 2023 07:20:00 GMT-0400 (Eastern Daylight Time),174,5450,anthropic/claude-opus-4.6,large_non_reasoning,{},29,strict,anthropic/claude-4.6-opus-20260205,Wed Apr 05 2023 07:20:00 GMT-0400 (Eastern Daylight Time),non_reasoning,0,,,False,True,temporal_arith_013,temporal_arithmetic,2026-03-14T17:28:40.945783Z,
